Timestamp,engine_cooling,engine_oil_pressure,txn_oil_pressure
2024-01-01 06:13:00,100.03°C,7.53 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:14:00,100.01°C,7.51 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:15:00,99.99°C,7.49 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:16:00,99.97°C,7.48 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:17:00,99.96°C,7.46 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:18:00,99.94°C,7.45 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:19:00,99.92°C,7.43 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:20:00,99.90°C,7.42 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:21:00,99.88°C,7.40 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:22:00,99.86°C,7.38 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:23:00,99.84°C,7.37 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:24:00,99.82°C,7.35 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:25:00,99.80°C,7.34 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:26:00,99.79°C,7.32 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:27:00,99.77°C,7.31 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:28:00,99.75°C,7.29 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:29:00,99.73°C,7.27 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:30:00,99.71°C,7.26 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:31:00,99.69°C,7.24 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:32:00,99.67°C,7.23 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:33:00,99.65°C,7.21 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:34:00,99.64°C,7.20 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:35:00,99.62°C,7.18 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:36:00,99.60°C,7.16 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:37:00,99.58°C,7.15 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:38:00,99.56°C,7.13 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:39:00,99.54°C,7.12 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:40:00,99.52°C,7.10 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:41:00,99.50°C,7.09 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:42:00,99.49°C,7.07 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:43:00,99.47°C,7.06 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:44:00,99.45°C,7.04 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:45:00,99.43°C,7.03 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:46:00,99.41°C,7.01 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:47:00,99.39°C,6.99 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:48:00,99.37°C,6.98 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:49:00,99.36°C,6.96 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:50:00,99.34°C,6.95 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:51:00,99.32°C,6.93 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:52:00,99.30°C,6.92 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:53:00,99.28°C,6.90 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:54:00,99.26°C,6.89 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:55:00,99.25°C,6.87 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:56:00,99.23°C,6.86 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:57:00,99.21°C,6.84 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:58:00,99.19°C,6.83 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:59:00,99.17°C,6.81 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:00:00,99.16°C,6.80 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:01:00,99.14°C,6.78 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:02:00,99.12°C,6.77 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:03:00,99.10°C,6.75 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:04:00,99.08°C,6.74 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:05:00,99.07°C,6.72 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:06:00,99.05°C,6.71 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:07:00,99.03°C,6.69 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:08:00,99.01°C,6.68 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:09:00,98.99°C,6.66 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:10:00,98.98°C,6.65 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:11:00,98.96°C,6.63 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:12:00,98.94°C,6.62 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:13:00,98.92°C,6.60 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:14:00,98.91°C,6.59 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:15:00,98.89°C,6.57 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:16:00,98.87°C,6.56 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:17:00,98.85°C,6.54 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:18:00,98.84°C,6.53 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:19:00,98.82°C,6.52 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:20:00,98.80°C,6.50 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:21:00,98.78°C,6.49 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:22:00,98.77°C,6.47 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:23:00,98.75°C,6.46 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:24:00,98.73°C,6.44 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:25:00,98.72°C,6.43 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:26:00,98.70°C,6.42 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:27:00,98.68°C,6.40 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:28:00,98.66°C,6.39 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:29:00,98.65°C,6.37 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:30:00,98.63°C,6.36 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:31:00,98.61°C,6.34 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:32:00,98.60°C,6.33 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:33:00,98.58°C,6.32 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:34:00,98.56°C,6.30 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:35:00,98.55°C,6.29 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:36:00,98.53°C,6.28 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:37:00,98.51°C,6.26 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:38:00,98.50°C,6.25 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:39:00,98.48°C,6.23 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:40:00,98.47°C,6.22 Pa,"0.1 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:41:00,98.45°C,6.21 Pa,"0.1 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:42:00,98.43°C,6.19 Pa,"0.15 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:43:00,98.42°C,6.18 Pa,"0.2 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:44:00,98.40°C,6.17 Pa,"0.25 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:45:00,98.39°C,6.15 Pa,"0.25 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:46:00,98.37°C,6.14 Pa,"0.25 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:47:00,98.35°C,6.13 Pa,"0.3 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:48:00,98.34°C,6.11 Pa,"0.3 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:49:00,98.32°C,6.10 Pa,"0.33 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:50:00,98.31°C,6.09 Pa,"0.4 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:51:00,98.29°C,6.08 Pa,"0.4 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:52:00,98.28°C,6.06 Pa,"0.41 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:53:00,98.26°C,6.05 Pa,"0.5 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:54:00,98.24°C,6.04 Pa,"0.55 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:55:00,98.23°C,6.02 Pa,"0.56 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:56:00,98.21°C,6.01 Pa,"0.6 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:57:00,98.20°C,6.00 Pa,"0.7 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:58:00,98.18°C,5.99 Pa,"0.7 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 07:59:00,98.17°C,5.97 Pa,"0.84 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 08:00:00,98.15°C,5.96 Pa,1.10 Pa
2024-01-01 08:01:00,98.14°C,5.95 Pa,1.09 Pa
2024-01-01 08:02:00,98.12°C,5.94 Pa,1.09 Pa
2024-01-01 08:03:00,98.11°C,5.92 Pa,1.09 Pa
2024-01-01 08:04:00,98.10°C,5.91 Pa,1.09 Pa
2024-01-01 08:05:00,98.08°C,5.90 Pa,1.09 Pa
2024-01-01 08:06:00,98.07°C,5.89 Pa,1.09 Pa
2024-01-01 08:07:00,98.05°C,5.88 Pa,1.09 Pa
2024-01-01 08:08:00,98.04°C,5.86 Pa,1.09 Pa
2024-01-01 08:09:00,98.02°C,5.85 Pa,1.09 Pa
2024-01-01 08:10:00,98.01°C,5.84 Pa,1.08 Pa
2024-01-01 08:11:00,98.00°C,5.83 Pa,1.08 Pa
2024-01-01 08:12:00,97.98°C,5.82 Pa,1.08 Pa
2024-01-01 08:13:00,97.97°C,5.81 Pa,1.08 Pa
2024-01-01 08:14:00,97.95°C,5.79 Pa,1.08 Pa
2024-01-01 08:15:00,97.94°C,5.78 Pa,1.08 Pa
2024-01-01 08:16:00,97.93°C,5.77 Pa,1.08 Pa
2024-01-01 08:17:00,97.91°C,5.76 Pa,1.08 Pa
2024-01-01 08:18:00,97.90°C,5.75 Pa,1.07 Pa
2024-01-01 08:19:00,97.89°C,5.74 Pa,1.07 Pa
2024-01-01 08:20:00,97.87°C,5.73 Pa,1.07 Pa
2024-01-01 08:21:00,97.86°C,5.72 Pa,1.07 Pa
2024-01-01 08:22:00,97.85°C,5.70 Pa,1.07 Pa
2024-01-01 08:23:00,97.83°C,5.69 Pa,1.07 Pa
2024-01-01 08:24:00,97.82°C,5.68 Pa,1.07 Pa
2024-01-01 08:25:00,97.81°C,5.67 Pa,1.07 Pa
2024-01-01 08:26:00,97.79°C,5.66 Pa,1.07 Pa
2024-01-01 08:27:00,97.78°C,5.65 Pa,1.07 Pa
2024-01-01 08:28:00,97.77°C,5.64 Pa,1.06 Pa
2024-01-01 08:29:00,97.76°C,5.63 Pa,1.06 Pa
2024-01-01 08:30:00,97.74°C,5.62 Pa,1.06 Pa
2024-01-01 08:31:00,97.73°C,5.61 Pa,1.06 Pa
2024-01-01 08:32:00,97.72°C,5.60 Pa,1.06 Pa
2024-01-01 08:33:00,97.71°C,5.59 Pa,1.06 Pa
2024-01-01 08:34:00,97.69°C,5.58 Pa,1.06 Pa
2024-01-01 08:35:00,97.68°C,5.57 Pa,1.06 Pa
2024-01-01 08:36:00,97.67°C,5.56 Pa,1.06 Pa
